2024-02-21 23:30:55,877: root: INFO: traderML : Executing the initialize lifecycle method
2024-02-21 23:30:56,361: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-02-21 23:30:56,363: root: INFO: traderML : Executing the before_market_opens lifecycle method
2024-02-21 23:30:56,363: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-02-21 23:30:56,364: root: INFO: traderML : Executing the before_starting_trading lifecycle method
2024-02-21 23:30:56,364: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,364: root: INFO: [32mNew market order of | 10 SPY buy | with status unprocessed was submitted.[0m
2024-02-21 23:30:56,365: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,365: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-02-21 23:30:56,365: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-21 23:30:56,368: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-21 23:30:56,368: root: INFO: [32mFilled Transaction: buy 10 of SPY at 469.48999023 USD per share[0m
2024-02-21 23:30:56,368: root: INFO: market order of | 10 SPY buy | with status new was filled
2024-02-21 23:30:56,369: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-21 23:30:56,370: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-02-21 23:30:56,370: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-02-21 23:30:56,370: root: INFO: [34mtraderML : The market is not currently open, skipping this trading iteration[0m
2024-02-21 23:30:56,371: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-21 23:30:56,371: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-02-21 23:30:56,371: root: INFO: traderML : Executing the after_market_closes lifecycle method
2024-02-21 23:30:56,371: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-02-21 23:30:56,371: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-21 23:30:56,372: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-21 23:30:56,372: root: INFO: traderML : Executing the before_market_opens lifecycle method
2024-02-21 23:30:56,372: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-02-21 23:30:56,372: root: INFO: traderML : Executing the before_starting_trading lifecycle method
2024-02-21 23:30:56,373: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,373: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,373: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-21 23:30:56,373: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-02-21 23:30:56,373: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-02-21 23:30:56,374: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,374: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,374: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-21 23:30:56,374: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-02-21 23:30:56,375: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-02-21 23:30:56,375: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-21 23:30:56[0m
2024-02-21 23:30:56,375: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-21 23:30:56[0m
