2024-02-22 11:39:40,760: root: INFO: traderML : Executing the initialize lifecycle method
2024-02-22 11:39:41,283: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-22 11:39:41,283: root: INFO: traderML : Executing the before_market_opens lifecycle method
2024-02-22 11:39:41,284: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-22 11:39:41,284: root: INFO: traderML : Executing the before_starting_trading lifecycle method
2024-02-22 11:39:41,284: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:41[0m
2024-02-22 11:39:41,284: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:41,289: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:42,491: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:42[0m
2024-02-22 11:39:42,494: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:42,495: root: INFO: Current backtesting datetime 2020-01-02 16:00:00-05:00
2024-02-22 11:39:42,495: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-22 11:39:42,500: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:42[0m
2024-02-22 11:39:42,500: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:42,501: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:42,817: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:42[0m
2024-02-22 11:39:42,818: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:42,819: root: INFO: Current backtesting datetime 2020-01-03 16:00:00-05:00
2024-02-22 11:39:42,819: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-22 11:39:42,820: root: INFO: [34mtraderML : The market is not currently open, skipping this trading iteration[0m
2024-02-22 11:39:42,822: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-22 11:39:42,823: root: INFO: Current backtesting datetime 2020-01-04 09:29:00-05:00
2024-02-22 11:39:42,824: root: INFO: traderML : Executing the after_market_closes lifecycle method
2024-02-22 11:39:42,825: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-22 11:39:42,825: root: INFO: traderML : Executing the before_market_opens lifecycle method
2024-02-22 11:39:42,826: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-22 11:39:42,826: root: INFO: traderML : Executing the before_starting_trading lifecycle method
2024-02-22 11:39:42,827: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:42[0m
2024-02-22 11:39:42,827: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:42,853: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,132: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,133: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:43,133: root: INFO: Current backtesting datetime 2020-01-06 16:00:00-05:00
2024-02-22 11:39:43,133: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-22 11:39:43,133: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,134: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,134: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,520: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,522: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:43,523: root: INFO: Current backtesting datetime 2020-01-07 16:00:00-05:00
2024-02-22 11:39:43,523: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-02-22 11:39:43,523: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,523: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,524: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,807: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,809: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:43,810: root: INFO: Current backtesting datetime 2020-01-08 16:00:00-05:00
2024-02-22 11:39:43,810: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-02-22 11:39:43,810: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:43[0m
2024-02-22 11:39:43,811: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:43,811: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:44,131: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:44[0m
2024-02-22 11:39:44,132: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:44,132: root: INFO: Current backtesting datetime 2020-01-09 16:00:00-05:00
2024-02-22 11:39:44,132: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-02-22 11:39:44,133: root: INFO: [34mtraderML : Executing the on_trading_iteration lifecycle method at 2024-02-22 11:39:44[0m
2024-02-22 11:39:44,133: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:44,133: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-22 11:39:44,475: root: INFO: [34mtraderML : Trading iteration ended at 2024-02-22 11:39:44[0m
2024-02-22 11:39:44,476: root: INFO: traderML : [34mSleeping for 86400 seconds[0m
2024-02-22 11:39:44,477: root: INFO: Current backtesting datetime 2020-01-10 16:00:00-05:00
2024-02-22 11:39:44,478: root: INFO: Current backtesting datetime 2020-01-11 09:30:00-05:00
2024-02-22 11:39:44,478: root: INFO: [34mtraderML : The market is not currently open, skipping this trading iteration[0m
2024-02-22 11:39:44,479: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-02-22 11:39:44,481: root: INFO: Current backtesting datetime 2020-01-11 09:29:00-05:00
2024-02-22 11:39:44,482: root: INFO: traderML : Executing the after_market_closes lifecycle method
